"","stage","sp","modName","parName","Estimate","Std..Error"
"281","egg","Ostrinia nubilalis","ratkowsky_83","k",0.014430137859321,0.087476834547671
"282","egg","Ostrinia nubilalis","hilbertLogan_83","phi",0.831395492401267,22.8326488759418
"283","egg","Ostrinia nubilalis","hilbertLogan_83","aa",23.5699602957281,381.176896184241
"284","egg","Ostrinia nubilalis","hilbertLogan_83","Tb",8.06777719637015,114.063525473127
"285","egg","Ostrinia nubilalis","hilbertLogan_83","Tmax",39.7777029592227,304.696044286516
"286","egg","Ostrinia nubilalis","hilbertLogan_83","deltaT",8.64671433147617,217.63933709411
"287","egg","Ostrinia nubilalis","beta_95","mu",-229.557281490326,18387.7779492465
"288","egg","Ostrinia nubilalis","beta_95","Tb",-1.91159850119367e-05,110.644407806913
"289","egg","Ostrinia nubilalis","beta_95","Tc",223.612681521608,12467.8261061157
"290","egg","Ostrinia nubilalis","beta_95","aa",6.67105201177302,92.1320091921191
"291","egg","Ostrinia nubilalis","beta_95","bb",39.0435408125488,2950.77101400237
"292","egg","Ostrinia nubilalis","beta_16","rm",0.290030249394583,0.0100053999379686
"293","egg","Ostrinia nubilalis","beta_16","T1",9.93726374851153,5.8025066588325
"294","egg","Ostrinia nubilalis","beta_16","T2",45.5171958676237,5.99832871851843
"295","egg","Ostrinia nubilalis","beta_16","Tm",32.6758345964629,1.43866532231143
"296","egg","Ostrinia nubilalis","briere1_99","aa",0.000158980711106451,2.43281427765026e-05
"297","egg","Ostrinia nubilalis","briere1_99","Tmin",10.3802384809408,1.58859761994027
"298","egg","Ostrinia nubilalis","briere1_99","Tmax",39.1647045278827,1.09509699935348
"299","egg","Ostrinia nubilalis","briere2_99","aa",3.19479373089358e-05,0.000139338947075266
"300","egg","Ostrinia nubilalis","briere2_99","Tmin",11.9861759480563,2.24865330436276
"301","egg","Ostrinia nubilalis","briere2_99","Tmax",45.6417512660459,16.4708159079901
"302","egg","Ostrinia nubilalis","briere2_99","bb",0.986810266724731,1.19552007873833
"303","egg","Ostrinia nubilalis","kontodimas_04","aa",4.26607320267876e-05,1.14917707454656e-05
"304","egg","Ostrinia nubilalis","kontodimas_04","Tmin",8.63796609102707,1.29813234108613
"305","egg","Ostrinia nubilalis","kontodimas_04","Tmax",44.4846130328358,2.00908888629349
"306","egg","Ostrinia nubilalis","shi_11","cc",272.475138213017,1215439.3273919
"307","egg","Ostrinia nubilalis","shi_11","k1",7.63177825016663e-05,0.340447994510653
"308","egg","Ostrinia nubilalis","shi_11","T1",12.8344212336928,2.88269436535935
"309","egg","Ostrinia nubilalis","shi_11","k2",0.116481864365812,0.934966123567539
"310","egg","Ostrinia nubilalis","shi_11","T2",43.1570245564859,15.9417653765071
"311","egg","Ostrinia nubilalis","perf2_11","cc",0.0207934354978033,0.00854441254071082
"312","egg","Ostrinia nubilalis","perf2_11","T1",12.8338657761706,1.39969863081258
"313","egg","Ostrinia nubilalis","perf2_11","k",0.116291842783724,0.15427395955426
"314","egg","Ostrinia nubilalis","perf2_11","T2",43.1594232057202,6.57883123583412
"315","egg","Ostrinia nubilalis","regniere_12","phi",0.205492630062048,29.7329982737264
"316","egg","Ostrinia nubilalis","regniere_12","bb",0.131667664264078,4.40894277633051
"317","egg","Ostrinia nubilalis","regniere_12","Tb",12.430017821167,7.99025629162029
"318","egg","Ostrinia nubilalis","regniere_12","Tm",48.2299386279502,13335.8117386635
"319","egg","Ostrinia nubilalis","regniere_12","deltab",165.343724614203,212191.544256279
"320","egg","Ostrinia nubilalis","regniere_12","deltam",9.6308513649247,337.944782447068
"321","larva","Ostrinia nubilalis","analytis_77","aa",0.00094837939467125,0.00643659988172143
"322","larva","Ostrinia nubilalis","analytis_77","bb",1.27320660950722,1.76550978316899
"323","larva","Ostrinia nubilalis","analytis_77","cc",-0.00174418246218745,0.209982928340863
"324","larva","Ostrinia nubilalis","analytis_77","Tmin",6.5609276897099,17.7731701877197
"325","larva","Ostrinia nubilalis","analytis_77","Tmax",35.0000026729061,0.00476644124187649
"326","larva","Ostrinia nubilalis","ratkowsky_83","cc",3.84314269372,11374.0568843891
"327","larva","Ostrinia nubilalis","ratkowsky_83","T1",7.00152136926523,7.53631622464889
"328","larva","Ostrinia nubilalis","ratkowsky_83","T2",73.3228610850797,147.512376586298
"329","larva","Ostrinia nubilalis","ratkowsky_83","k",6.04498166525868e-05,0.179326352644092
"330","larva","Ostrinia nubilalis","hilbertLogan_83","phi",0.094883560234411,0.0323580099503457
"331","larva","Ostrinia nubilalis","hilbertLogan_83","aa",19.4183590956941,10.5075603662962
"332","larva","Ostrinia nubilalis","hilbertLogan_83","Tb",8.03498569892226,3.67354853901455
"333","larva","Ostrinia nubilalis","hilbertLogan_83","Tmax",96.2969702696546,1038671990.97447
"334","larva","Ostrinia nubilalis","hilbertLogan_83","deltaT",2.89625151885567,24466955.8364212
"335","larva","Ostrinia nubilalis","beta_95","mu",-364.593700865012,253934.815281512
"336","larva","Ostrinia nubilalis","beta_95","Tb",8.21984266150734,43.8617306882498
"337","larva","Ostrinia nubilalis","beta_95","Tc",1047.72980868105,622719.12594962
"338","larva","Ostrinia nubilalis","beta_95","aa",1.98343697643818,19.3383375145955
"339","larva","Ostrinia nubilalis","beta_95","bb",51.3406897667598,32122.6182869385
"340","larva","Ostrinia nubilalis","beta_16","rm",0.0688242410882089,0.0400556059331617
"341","larva","Ostrinia nubilalis","beta_16","T1",9.70551304506608,9.08526762702112
"342","larva","Ostrinia nubilalis","beta_16","T2",66.4152957340819,74.7780330525837
"343","larva","Ostrinia nubilalis","beta_16","Tm",42.8809297905229,32.3062915078597
"344","larva","Ostrinia nubilalis","briere1_99","aa",2.09002984528395e-05,8.50893251325461e-06
"345","larva","Ostrinia nubilalis","briere1_99","Tmin",7.62378378246372,3.76542397880524
"346","larva","Ostrinia nubilalis","briere1_99","Tmax",44.5528174883118,6.97871668516991
"347","larva","Ostrinia nubilalis","briere2_99","aa",7.16218732170166e-15,3.17674420917316e-12
"348","larva","Ostrinia nubilalis","briere2_99","Tmin",10.3913440338849,5.37804428124818
"349","larva","Ostrinia nubilalis","briere2_99","Tmax",145.524841159367,1809.30052604494
"350","larva","Ostrinia nubilalis","briere2_99","bb",0.204193525326269,3.22244921799114
"351","larva","Ostrinia nubilalis","kontodimas_04","aa",3.88963740380661e-06,2.81869066914119e-06
"352","larva","Ostrinia nubilalis","kontodimas_04","Tmin",6.04511808608127,2.9416806725794
"353","larva","Ostrinia nubilalis","kontodimas_04","Tmax",53.9689379497633,11.5536616998998
"354","larva","Ostrinia nubilalis","shi_11","cc",5.36522764093351,14456.8209626946
"355","larva","Ostrinia nubilalis","shi_11","k1",0.000627601726499103,1.68046312062692
"356","larva","Ostrinia nubilalis","shi_11","T1",11.3870283995738,4.50202573216926
"357","larva","Ostrinia nubilalis","shi_11","k2",0.0526725936423693,6.81607847228548
"358","larva","Ostrinia nubilalis","shi_11","T2",66.1437034180368,1131.49135045613
"359","larva","Ostrinia nubilalis","perf2_11","cc",0.00337475049628834,0.00672108609057154
"360","larva","Ostrinia nubilalis","perf2_11","T1",11.3815144581791,2.91174328525414
"361","larva","Ostrinia nubilalis","perf2_11","k",0.0515766402920098,0.60090876907032
"362","larva","Ostrinia nubilalis","perf2_11","T2",66.0158216024789,225.513394177527
"363","larva","Ostrinia nubilalis","regniere_12",NA,NA,NA
"364","pupa","Ostrinia nubilalis","analytis_77","aa",0.00244763741464355,0.00887803416098692
"365","pupa","Ostrinia nubilalis","analytis_77","bb",1.34226422244325,0.976631675323094
"366","pupa","Ostrinia nubilalis","analytis_77","cc",0.127942012432841,0.206951891458661
"367","pupa","Ostrinia nubilalis","analytis_77","Tmin",10.3336332393797,6.44927986044555
"368","pupa","Ostrinia nubilalis","analytis_77","Tmax",35.1575253924339,0.775907283058052
"369","pupa","Ostrinia nubilalis","ratkowsky_83","cc",0.015754801088911,0.00261798058373977
"370","pupa","Ostrinia nubilalis","ratkowsky_83","T1",3.13885194206405,3.1015953296475
"371","pupa","Ostrinia nubilalis","ratkowsky_83","T2",38.5306449566554,2.33953323511888
"372","pupa","Ostrinia nubilalis","ratkowsky_83","k",0.39614075907465,0.271044254533428
"373","pupa","Ostrinia nubilalis","hilbertLogan_83","phi",0.343703327454298,0.204356540219304
"374","pupa","Ostrinia nubilalis","hilbertLogan_83","aa",22.5749634850216,15.5909194227404
"375","pupa","Ostrinia nubilalis","hilbertLogan_83","Tb",8.2842713226389,3.63630013473274
"376","pupa","Ostrinia nubilalis","hilbertLogan_83","Tmax",28.6851355867127,5.78229448186223
"377","pupa","Ostrinia nubilalis","hilbertLogan_83","deltaT",1.11736749392214,1.5556620993025
"378","pupa","Ostrinia nubilalis","beta_95","mu",-6.01257912527403,3.62708525486348
"379","pupa","Ostrinia nubilalis","beta_95","Tb",10.3337150405349,6.44912158807326
"380","pupa","Ostrinia nubilalis","beta_95","Tc",35.1575142382344,0.775870865481048
"381","pupa","Ostrinia nubilalis","beta_95","aa",1.34225020627524,0.976606712602111
"382","pupa","Ostrinia nubilalis","beta_95","bb",0.12793892632492,0.206947711955631
"383","pupa","Ostrinia nubilalis","beta_16","rm",0.172735369144927,0.00694469367562902
"384","pupa","Ostrinia nubilalis","beta_16","T1",-10.0376847148089,40.5513259865724
"385","pupa","Ostrinia nubilalis","beta_16","T2",39.7614108255471,3.06957843825665
"386","pupa","Ostrinia nubilalis","beta_16","Tm",32.043870959564,0.973164138832199
"387","pupa","Ostrinia nubilalis","briere1_99","aa",9.90827619612052e-05,1.78266464390246e-05
"388","pupa","Ostrinia nubilalis","briere1_99","Tmin",11.4755322095317,1.49571586394029
"389","pupa","Ostrinia nubilalis","briere1_99","Tmax",38.9051203601977,1.76425985414136
"390","pupa","Ostrinia nubilalis","briere2_99","aa",0.000184930693890991,3.06252977264939e-05
"391","pupa","Ostrinia nubilalis","briere2_99","Tmin",9.12847091762798,3.1887471358267
"392","pupa","Ostrinia nubilalis","briere2_99","Tmax",35.4694921661706,0.911337847257301
"393","pupa","Ostrinia nubilalis","briere2_99","bb",4.74391816338668,2.99883161640854
"394","pupa","Ostrinia nubilalis","kontodimas_04","aa",2.51417517994649e-05,9.6990838441819e-06
"395","pupa","Ostrinia nubilalis","kontodimas_04","Tmin",9.22595034481587,1.54076311639791
"396","pupa","Ostrinia nubilalis","kontodimas_04","Tmax",45.0706432822291,3.61302870371885
"397","pupa","Ostrinia nubilalis","shi_11","cc",150.821127297089,111070.065372172
"398","pupa","Ostrinia nubilalis","shi_11","k1",6.11653278965761e-05,0.0450720118346708
"399","pupa","Ostrinia nubilalis","shi_11","T1",11.9849024110943,2.10662928660031
"400","pupa","Ostrinia nubilalis","shi_11","k2",0.709756924581018,0.830352501762569
"401","pupa","Ostrinia nubilalis","shi_11","T2",36.5387965064108,1.62791231444934
"402","pupa","Ostrinia nubilalis","perf2_11","cc",0.00921914793346107,0.000931545235865731
"403","pupa","Ostrinia nubilalis","perf2_11","T1",11.9822480787908,1.1113511360191
"404","pupa","Ostrinia nubilalis","perf2_11","k",0.7092475135025,0.567830306416018
"405","pupa","Ostrinia nubilalis","perf2_11","T2",36.5393827038619,1.32719032300936
"406","pupa","Ostrinia nubilalis","regniere_12","phi",0.151069358027995,8.00213332314967
"407","pupa","Ostrinia nubilalis","regniere_12","bb",0.0173008905117462,2.16290216959601
"408","pupa","Ostrinia nubilalis","regniere_12","Tb",11.7319067522325,3.76135022704044
"409","pupa","Ostrinia nubilalis","regniere_12","Tm",36.6131380334584,2.24282778131354
"410","pupa","Ostrinia nubilalis","regniere_12","deltab",5205.9550406389,1500051502.18253
"411","pupa","Ostrinia nubilalis","regniere_12","deltam",1.52162244915491,3.11178604132203
"412","egg","Sesamia nonagrioides","analytis_77",NA,NA,NA
"413","egg","Sesamia nonagrioides","ratkowsky_83","cc",0.0340984670612741,0.0808685605656766
"414","egg","Sesamia nonagrioides","ratkowsky_83","T1",5.91419483046868,5.8486966376646
"415","egg","Sesamia nonagrioides","ratkowsky_83","T2",51.6794128351125,19.0807477639763
"416","egg","Sesamia nonagrioides","ratkowsky_83","k",0.0318337683959995,0.126181061072949
"417","egg","Sesamia nonagrioides","hilbertLogan_83","phi",0.653129957689417,14.7811891946864
"418","egg","Sesamia nonagrioides","hilbertLogan_83","aa",32.5565280010477,419.027010015875
"419","egg","Sesamia nonagrioides","hilbertLogan_83","Tb",4.37877693859001,92.4686379860193
"420","egg","Sesamia nonagrioides","hilbertLogan_83","Tmax",45.3935132858423,250.823366926976
"421","egg","Sesamia nonagrioides","hilbertLogan_83","deltaT",9.54162589816257,129.138685801975
"422","egg","Sesamia nonagrioides","beta_95","mu",-578.852091674084,143003.689875078
"423","egg","Sesamia nonagrioides","beta_95","Tb",-20.520328875318,1103.6234472456
"424","egg","Sesamia nonagrioides","beta_95","Tc",311.256598281509,53264.8691711416
"425","egg","Sesamia nonagrioides","beta_95","aa",17.0585552271761,1149.52774169829
"426","egg","Sesamia nonagrioides","beta_95","bb",90.4651298627359,21457.5348948924
"427","egg","Sesamia nonagrioides","beta_16","rm",0.17221461758152,0.0115364500500885
"428","egg","Sesamia nonagrioides","beta_16","T1",5.79811957490846,11.3121793476881
"429","egg","Sesamia nonagrioides","beta_16","T2",45.5681710248072,8.49840733502482
"430","egg","Sesamia nonagrioides","beta_16","Tm",32.4836060739671,2.41464418706786
"431","egg","Sesamia nonagrioides","briere1_99","aa",7.72715927284338e-05,1.92243386997025e-05
"432","egg","Sesamia nonagrioides","briere1_99","Tmin",6.69976012082493,3.22865233443941
"433","egg","Sesamia nonagrioides","briere1_99","Tmax",39.8610757164776,2.12252481496434
"434","egg","Sesamia nonagrioides","briere2_99","aa",2.01007882113129e-05,0.00010863808232736
"435","egg","Sesamia nonagrioides","briere2_99","Tmin",8.81686873672479,4.47241245903888
"436","egg","Sesamia nonagrioides","briere2_99","Tmax",45.5742678905633,22.1936588800539
"437","egg","Sesamia nonagrioides","briere2_99","bb",1.06729784833354,1.74786638436026
"438","egg","Sesamia nonagrioides","kontodimas_04","aa",1.85759729031975e-05,7.96479700835005e-06
"439","egg","Sesamia nonagrioides","kontodimas_04","Tmin",6.04634226454272,2.21459644823747
"440","egg","Sesamia nonagrioides","kontodimas_04","Tmax",45.7401526575975,3.96609289724824
"441","egg","Sesamia nonagrioides","shi_11","cc",218.55051714768,1294761.21389297
"442","egg","Sesamia nonagrioides","shi_11","k1",4.69575471536079e-05,0.278225226695509
"443","egg","Sesamia nonagrioides","shi_11","T1",10.3055460854528,3.67854204806037
"444","egg","Sesamia nonagrioides","shi_11","k2",0.131094148003852,0.928449701931943
"445","egg","Sesamia nonagrioides","shi_11","T2",43.3926070038361,17.1269526219593
"446","egg","Sesamia nonagrioides","perf2_11","cc",0.0102612410063691,0.0045702454661157
"447","egg","Sesamia nonagrioides","perf2_11","T1",10.3050057872666,2.24488627082766
"448","egg","Sesamia nonagrioides","perf2_11","k",0.13095188740013,0.220138163345839
"449","egg","Sesamia nonagrioides","perf2_11","T2",43.3946119359573,9.31984987611706
"450","egg","Sesamia nonagrioides","regniere_12","phi",0.0872704860887836,8.81162658839375
"451","egg","Sesamia nonagrioides","regniere_12","bb",0.134371909577574,3.19756665070495
"452","egg","Sesamia nonagrioides","regniere_12","Tb",9.51437069901703,9.99456358498251
"453","egg","Sesamia nonagrioides","regniere_12","Tm",48.1618067757257,12183.4561537392
"454","egg","Sesamia nonagrioides","regniere_12","deltab",165.171861842422,237104.617644746
"455","egg","Sesamia nonagrioides","regniere_12","deltam",9.21503367131562,230.493800926096
"456","larva","Sesamia nonagrioides","analytis_77",NA,NA,NA
"457","larva","Sesamia nonagrioides","ratkowsky_83","cc",0.0130883046621358,0.0112740533658831
"458","larva","Sesamia nonagrioides","ratkowsky_83","T1",6.99835249454284,4.94821171564484
"459","larva","Sesamia nonagrioides","ratkowsky_83","T2",43.5267567066751,5.50088677594445
"460","larva","Sesamia nonagrioides","ratkowsky_83","k",0.0748028652025172,0.115428459681373
"461","larva","Sesamia nonagrioides","hilbertLogan_83","phi",0.250856639373488,10.5699169122622
"462","larva","Sesamia nonagrioides","hilbertLogan_83","aa",39.7326731631677,896.773370783156
"463","larva","Sesamia nonagrioides","hilbertLogan_83","Tb",5.13759964680663,125.918556194233
"464","larva","Sesamia nonagrioides","hilbertLogan_83","Tmax",42.2833646619933,404.089879561572
"465","larva","Sesamia nonagrioides","hilbertLogan_83","deltaT",8.70709686056444,109.567289043413
"466","larva","Sesamia nonagrioides","beta_95","mu",-727.572861602607,120515.44115055
"467","larva","Sesamia nonagrioides","beta_95","Tb",-162.555571565734,20842.2890325939
"468","larva","Sesamia nonagrioides","beta_95","Tc",79.8335861206171,1788.18658364217
"469","larva","Sesamia nonagrioides","beta_95","aa",115.315351133329,18368.0414966286
"470","larva","Sesamia nonagrioides","beta_95","bb",30.104136979091,2605.3197558092
"471","larva","Sesamia nonagrioides","beta_16","rm",0.0367618270551483,0.00246734836875066
"472","larva","Sesamia nonagrioides","beta_16","T1",5.97182204903854,11.4338312833244
"473","larva","Sesamia nonagrioides","beta_16","T2",40.4634614702792,2.95739592472975
"474","larva","Sesamia nonagrioides","beta_16","Tm",30.2867108233156,1.07518578493846
"475","larva","Sesamia nonagrioides","briere1_99","aa",2.1017883201476e-05,4.10458881699167e-06
"476","larva","Sesamia nonagrioides","briere1_99","Tmin",8.78994720325302,2.56949803976994
"477","larva","Sesamia nonagrioides","briere1_99","Tmax",37.6717555516434,0.993019865474986
"478","larva","Sesamia nonagrioides","briere2_99","aa",1.05253154950744e-05,1.94867759443009e-05
"479","larva","Sesamia nonagrioides","briere2_99","Tmin",10.7638820731741,3.18731672770073
"480","larva","Sesamia nonagrioides","briere2_99","Tmax",39.7891160118419,5.88044464234247
"481","larva","Sesamia nonagrioides","briere2_99","bb",1.27304606858277,1.04895932490787
"482","larva","Sesamia nonagrioides","kontodimas_04","aa",6.96127428472772e-06,2.29823334230854e-06
"483","larva","Sesamia nonagrioides","kontodimas_04","Tmin",8.29519425791882,1.74794789129679
"484","larva","Sesamia nonagrioides","kontodimas_04","Tmax",41.107645001091,1.94697608972176
"485","larva","Sesamia nonagrioides","shi_11","cc",59.6161201717547,501785.605652102
"486","larva","Sesamia nonagrioides","shi_11","k1",4.43800357000027e-05,0.373597065745492
"487","larva","Sesamia nonagrioides","shi_11","T1",11.7611504651522,4.8191687880513
"488","larva","Sesamia nonagrioides","shi_11","k2",0.14395036801313,0.845710300912232
"489","larva","Sesamia nonagrioides","shi_11","T2",39.8052421174041,5.44425169519686
"490","larva","Sesamia nonagrioides","perf2_11","cc",0.00264523311927945,0.00110146765504166
"491","larva","Sesamia nonagrioides","perf2_11","T1",11.7603926537645,2.03431092709391
"492","larva","Sesamia nonagrioides","perf2_11","k",0.143884173847881,0.151211078943697
"493","larva","Sesamia nonagrioides","perf2_11","T2",39.805093596875,3.12337747424196
"494","larva","Sesamia nonagrioides","regniere_12","phi",0.0146409212783918,0.998363667353459
"495","larva","Sesamia nonagrioides","regniere_12","bb",0.171792092433827,2.11647555566
"496","larva","Sesamia nonagrioides","regniere_12","Tb",10.5305990515691,13.5794314217237
"497","larva","Sesamia nonagrioides","regniere_12","Tm",42.6458201517884,10051.3628751369
"498","larva","Sesamia nonagrioides","regniere_12","deltab",95.3678173543116,140200.253864784
"499","larva","Sesamia nonagrioides","regniere_12","deltam",7.10536712322102,92.5442929109074
"500","pupa","Sesamia nonagrioides","analytis_77","aa",5.48817770187045e-18,2.09826493494382e-15
"501","pupa","Sesamia nonagrioides","analytis_77","bb",5.62754393889965,35.4607758610707
"502","pupa","Sesamia nonagrioides","analytis_77","cc",4.96740335643057,59.15109545149
"503","pupa","Sesamia nonagrioides","analytis_77","Tmin",-5.46691518593355,78.9774696137742
"504","pupa","Sesamia nonagrioides","analytis_77","Tmax",62.9177146132822,252.050736907116
"505","pupa","Sesamia nonagrioides","ratkowsky_83","cc",0.0210459514191367,0.0157405356867723
"506","pupa","Sesamia nonagrioides","ratkowsky_83","T1",4.98396358907034,2.77886777000887
"507","pupa","Sesamia nonagrioides","ratkowsky_83","T2",47.5436896262812,9.70779535167217
"508","pupa","Sesamia nonagrioides","ratkowsky_83","k",0.0522742754713523,0.0836743980968562
"509","pupa","Sesamia nonagrioides","hilbertLogan_83","phi",0.408942909961191,4.98722890149722
"510","pupa","Sesamia nonagrioides","hilbertLogan_83","aa",34.5166754054475,231.224234192363
"511","pupa","Sesamia nonagrioides","hilbertLogan_83","Tb",4.20672173158134,31.9634650619155
"512","pupa","Sesamia nonagrioides","hilbertLogan_83","Tmax",42.3759595659743,114.07620248852
"513","pupa","Sesamia nonagrioides","hilbertLogan_83","deltaT",7.62847339209495,52.5940958699323
"514","pupa","Sesamia nonagrioides","beta_95","mu",-595.303398451083,73545.6291789266
"515","pupa","Sesamia nonagrioides","beta_95","Tb",-26.6878430448687,739.185559189131
"516","pupa","Sesamia nonagrioides","beta_95","Tc",270.120403848729,22459.1566309977
"517","pupa","Sesamia nonagrioides","beta_95","aa",22.1276305925028,890.928481384281
"518","pupa","Sesamia nonagrioides","beta_95","bb",91.8887526204306,11143.012907469
"519","pupa","Sesamia nonagrioides","beta_16","rm",0.100603678469239,0.00300420034585674
"520","pupa","Sesamia nonagrioides","beta_16","T1",3.58285205804835,6.55873007474559
"521","pupa","Sesamia nonagrioides","beta_16","T2",42.4388099737352,4.52805097280509
"522","pupa","Sesamia nonagrioides","beta_16","Tm",30.9765980883766,1.44678701317173
"523","pupa","Sesamia nonagrioides","briere1_99","aa",5.16553074010486e-05,7.10054301625686e-06
"524","pupa","Sesamia nonagrioides","briere1_99","Tmin",6.76981198671259,1.4725234261706
"525","pupa","Sesamia nonagrioides","briere1_99","Tmax",37.8261002356712,1.31198794478619
"526","pupa","Sesamia nonagrioides","briere2_99","aa",2.59600346388437e-05,5.90903407057725e-05
"527","pupa","Sesamia nonagrioides","briere2_99","Tmin",7.70353008240081,2.17831774291318
"528","pupa","Sesamia nonagrioides","briere2_99","Tmax",41.1637827924076,10.9050120573747
"529","pupa","Sesamia nonagrioides","briere2_99","bb",1.37859498554422,1.28699735229533
"530","pupa","Sesamia nonagrioides","kontodimas_04","aa",1.18880872031545e-05,2.86074102528751e-06
"531","pupa","Sesamia nonagrioides","kontodimas_04","Tmin",5.75828880275385,1.08762008652725
"532","pupa","Sesamia nonagrioides","kontodimas_04","Tmax",44.2724975466126,2.35179649238414
"533","pupa","Sesamia nonagrioides","shi_11","cc",6.75206528014685,784.381038338773
"534","pupa","Sesamia nonagrioides","shi_11","k1",0.000836008090295939,0.0974763117670328
"535","pupa","Sesamia nonagrioides","shi_11","T1",9.28396279670898,1.48313557526502
"536","pupa","Sesamia nonagrioides","shi_11","k2",0.192307949114519,0.610646083945809
"537","pupa","Sesamia nonagrioides","shi_11","T2",40.3122415026485,11.9386371716915
"538","pupa","Sesamia nonagrioides","perf2_11","cc",0.0056169889421908,0.000919048464122901
"539","pupa","Sesamia nonagrioides","perf2_11","T1",9.27055069582385,1.00022969009315
"540","pupa","Sesamia nonagrioides","perf2_11","k",0.18957509639849,0.193725633333515
"541","pupa","Sesamia nonagrioides","perf2_11","T2",40.3229191998095,6.43950711157973
"542","pupa","Sesamia nonagrioides","regniere_12","phi",0.0422817465459875,2.33763863607497
"543","pupa","Sesamia nonagrioides","regniere_12","bb",0.0965560760054503,539.684247501413
"544","pupa","Sesamia nonagrioides","regniere_12","Tb",8.37195273399152,4.00037903949376
"545","pupa","Sesamia nonagrioides","regniere_12","Tm",40.0224806003931,18.981122233706
"546","pupa","Sesamia nonagrioides","regniere_12","deltab",198.661482321864,147768.607663419
"547","pupa","Sesamia nonagrioides","regniere_12","deltam",10.0942740075266,4214.65769993098
